nome,idade,estrelas,releases,url,LCOM,LOC,CBO,DIT
thymeleaf/thymeleafexamples-stsm,4131,184,0,https://github.com/thymeleaf/thymeleafexamples-stsm,3.0,358,3.0,2.0
unixzii/android-FancyBehaviorDemo,2464,184,0,https://github.com/unixzii/android-FancyBehaviorDemo,0.0,247,3.0,2.0
sddyljsx/tcp-long-connection-based-on-apache-mina,3072,184,0,https://github.com/sddyljsx/tcp-long-connection-based-on-apache-mina,2.0,29349,3.0,6.0
Nextdoor/bender,2471,184,0,https://github.com/Nextdoor/bender,0.0,15448,5.0,6.0
sockeqwe/sqlbrite-dao,3014,183,6,https://github.com/sockeqwe/sqlbrite-dao,0.0,3526,3.0,5.0
chrissen0814/Cartoon,2127,183,0,https://github.com/chrissen0814/Cartoon,0.0,15447,3.0,7.0
sdywcd/jshoper3x,3810,183,0,https://github.com/sdywcd/jshoper3x,3.0,62094,2.0,3.0
nakardo/ATableView,3950,183,0,https://github.com/nakardo/ATableView,1.0,2118,3.0,6.0
mxdldev/android-mvp-dagger2-flytranslate,1851,183,0,https://github.com/mxdldev/android-mvp-dagger2-flytranslate,1.0,694,3.0,3.0
douglascraigschmidt/POSA-15,3187,183,0,https://github.com/douglascraigschmidt/POSA-15,1.0,7444,3.0,5.0
t0xa/gelfj,4610,183,0,https://github.com/t0xa/gelfj,1.0,1616,3.5,4.0
j256/ormlite-examples,3841,182,0,https://github.com/j256/ormlite-examples,1.0,1576,4.0,3.0
infowangxin/springboot-freemarker,2340,182,0,https://github.com/infowangxin/springboot-freemarker,1.0,3397,3.5,4.0
fangxiaopeng/fxp-plugin-video,2075,182,0,https://github.com/fangxiaopeng/fxp-plugin-video,1.5,808,2.0,2.0
sevenshal/oksharedprefs,2136,182,0,https://github.com/sevenshal/oksharedprefs,0.0,1096,4.0,2.0
JianLin-Shen/MZSluggard-code,1841,182,1,https://github.com/JianLin-Shen/MZSluggard-code,0.0,1168,2.0,6.0
NigelYao/WechatOriginalFile,2788,182,0,https://github.com/NigelYao/WechatOriginalFile,0.0,103,2.0,2.0
alibaba/cooma,3873,181,0,https://github.com/alibaba/cooma,0.0,991,1.0,1.0
nimengbo/TextViewSpanClickable,3010,181,0,https://github.com/nimengbo/TextViewSpanClickable,1.0,598,1.0,2.0
ShkurtiA/AndroidPullMenu,3175,181,0,https://github.com/ShkurtiA/AndroidPullMenu,0.0,2372,2.0,3.0
BoD/android-prefs,3064,181,6,https://github.com/BoD/android-prefs,0.0,426,1.0,2.0
robbertvanwaveren/boot-stateless-auth,3265,181,0,https://github.com/robbertvanwaveren/boot-stateless-auth,1.0,524,8.0,2.0
yfuks/react-native-action-sheet,2526,181,1,https://github.com/yfuks/react-native-action-sheet,1.0,113,3.0,2.0
tosslife/FlyTxtView,3279,180,0,https://github.com/tosslife/FlyTxtView,1.0,125,6.0,2.0
mirrajabi/view-effects,2557,180,0,https://github.com/mirrajabi/view-effects,0.0,242,2.0,1.0
spring-attic/spring-xd-samples,3685,180,0,https://github.com/spring-attic/spring-xd-samples,0.0,2740,5.0,3.0
hf-hf/mail-micro-service,1720,179,0,https://github.com/hf-hf/mail-micro-service,0.0,824,3.0,2.0
cloudsmith/geppetto,4627,179,0,https://github.com/cloudsmith/geppetto,1.0,140675,4.0,96.0
XuDaojie/MultiStateView,2778,179,0,https://github.com/XuDaojie/MultiStateView,0.0,402,2.0,3.0
sugarac/sribbble,2100,179,0,https://github.com/sugarac/sribbble,0.0,901,4.0,3.0
adamsmith/game-theory-poker,3890,179,0,https://github.com/adamsmith/game-theory-poker,0.0,6547,3.0,2.0
liaohuqiu/android-ActionQueue,2947,179,0,https://github.com/liaohuqiu/android-ActionQueue,0.0,178,2.0,3.0
googlecreativelab/landmarker,2956,178,0,https://github.com/googlecreativelab/landmarker,0.0,1964,2.0,3.0
Mandelo/ssm_shiro_blog,2367,178,0,https://github.com/Mandelo/ssm_shiro_blog,0.0,812,1.0,2.0
luontola/idea-sbt-plugin,4871,178,1,https://github.com/luontola/idea-sbt-plugin,0.0,1954,2.0,3.0
smartyuge/RedPackage,2597,178,0,https://github.com/smartyuge/RedPackage,0.0,7380,1.0,2.0
ineptech/mirror,2784,177,0,https://github.com/ineptech/mirror,0.0,2109,3.0,2.0
jakenjarvis/Android-OrmLiteContentProvider,3937,177,0,https://github.com/jakenjarvis/Android-OrmLiteContentProvider,0.0,2460,3.0,5.0
rejasupotaro/Rebuild,3601,177,0,https://github.com/rejasupotaro/Rebuild,1.0,5570,3.0,4.0
Ecco/HelloSwift,2892,177,0,https://github.com/Ecco/HelloSwift,3.0,13,4.0,2.0
googlesamples/io2014-codelabs,3379,177,0,https://github.com/googlesamples/io2014-codelabs,0.0,9306,2.0,4.0
liangfeidotme/AndroidGlitterView,2991,177,0,https://github.com/liangfeidotme/AndroidGlitterView,3.0,176,2.0,2.0
codepath/dagger2-example,2859,176,0,https://github.com/codepath/dagger2-example,0.0,168,4.0,2.0
cesarferreira/RxPaper,2851,176,0,https://github.com/cesarferreira/RxPaper,0.0,458,2.0,3.0
jaychang0917/SocialLoginManager,2503,176,0,https://github.com/jaychang0917/SocialLoginManager,0.0,579,2.0,2.0
linheimx/LChart,2496,176,1,https://github.com/linheimx/LChart,0.0,4208,2.0,3.0
federicodotta/Brida,2239,1440,8,https://github.com/federicodotta/Brida,0.0,7681,1.0,5.0
google/flogger,1981,1436,12,https://github.com/google/flogger,1.0,14235,4.0,8.0
x0b/rcx,1943,1432,23,https://github.com/x0b/rcx,0.0,22862,4.0,10.0
metasfresh/metasfresh,2900,1431,130,https://github.com/metasfresh/metasfresh,3.0,1196751,6.0,35.0
skydoves/ColorPickerView,2383,1431,19,https://github.com/skydoves/ColorPickerView,0.0,2209,4.0,3.0
oliexdev/openScale,3197,1427,55,https://github.com/oliexdev/openScale,0.0,21082,3.0,4.0
gwtproject/gwt,3801,1427,1,https://github.com/gwtproject/gwt,1.0,711083,2.0,34.0
amitshekhariitbhu/AndroidTensorFlowMachineLearningExample,2383,1423,0,https://github.com/amitshekhariitbhu/AndroidTensorFlowMachineLearningExample,0.0,339,1.0,2.0
spring-projects/spring-graphql,1151,1422,21,https://github.com/spring-projects/spring-graphql,1.0,21757,5.0,11.0
pinguo-zhouwei/CustomPopwindow,2479,1417,3,https://github.com/pinguo-zhouwei/CustomPopwindow,0.0,647,2.5,3.0
vector-im/riot-android,2828,1416,43,https://github.com/vector-im/riot-android,0.0,55840,2.0,5.0
API-Security/APIKit,659,1406,4,https://github.com/API-Security/APIKit,0.0,2681,4.0,6.0
codingXiaxw/CustomerManagement,2517,1392,0,https://github.com/codingXiaxw/CustomerManagement,3.0,622,3.5,2.0
hoang8f/android-flat-button,3414,1387,0,https://github.com/hoang8f/android-flat-button,0.0,312,2.0,2.0
matevip/matecloud,1415,1381,28,https://github.com/matevip/matecloud,0.0,19487,4.0,4.0
johnkil/Android-AppMsg,4056,1371,4,https://github.com/johnkil/Android-AppMsg,2.0,663,4.0,2.0
LarsWerkman/HoloColorPicker,3907,1371,0,https://github.com/LarsWerkman/HoloColorPicker,6.0,1556,8.5,2.0
openaudible/openaudible,2095,1366,96,https://github.com/openaudible/openaudible,0.0,13942,2.0,6.0
cmusphinx/sphinx4,3447,1366,0,https://github.com/cmusphinx/sphinx4,1.0,50527,4.0,9.0
SpringCloud/Moss,1618,1356,1,https://github.com/SpringCloud/Moss,0.0,13218,5.0,5.0
kymjs/EmojiChat,2995,1349,0,https://github.com/kymjs/EmojiChat,1.0,5346,3.0,4.0
mit-cml/appinventor-sources,4097,1344,0,https://github.com/mit-cml/appinventor-sources,0.0,175422,2.0,15.0
Leaking/Hunter,1845,1340,0,https://github.com/Leaking/Hunter,0.0,2365,3.0,3.0
DesignativeDave/androrat,3912,1338,0,https://github.com/DesignativeDave/androrat,0.0,10685,2.0,11.0
cami-la/loops-e-arrays,750,1335,0,https://github.com/cami-la/loops-e-arrays,0.0,719,1.0,1.0
JannsenYang/dingdong-helper,523,1333,0,https://github.com/JannsenYang/dingdong-helper,3.0,672,2.0,1.0
Hitomis/FunGameRefresh,2753,1329,0,https://github.com/Hitomis/FunGameRefresh,1.0,1291,2.0,3.0
mixi-inc/AndroidTraining,3815,1328,0,https://github.com/mixi-inc/AndroidTraining,0.0,32893,3.0,6.0
HackPlan/AndroidCharts,3590,1318,1,https://github.com/HackPlan/AndroidCharts,0.0,1687,2.0,2.0
loda-kun/spring-boot-learning,1600,1315,0,https://github.com/loda-kun/spring-boot-learning,0.0,1877,3.0,2.0
MSPaintIDE/MSPaintIDE,2105,1302,9,https://github.com/MSPaintIDE/MSPaintIDE,3.0,9643,6.0,4.0
atduskgreg/opencv-processing,3818,1297,14,https://github.com/atduskgreg/opencv-processing,8.0,994,3.0,1.0
lgvalle/android-flux-todo-app,2964,1294,0,https://github.com/lgvalle/android-flux-todo-app,0.0,584,2.0,2.0
jinatonic/confetti,2582,1291,2,https://github.com/jinatonic/confetti,3.5,1254,4.5,3.0
psi-probe/psi-probe,3104,1291,39,https://github.com/psi-probe/psi-probe,3.0,17659,4.0,6.0
ron190/jsql-injection,4075,1287,24,https://github.com/ron190/jsql-injection,1.0,29823,2.0,16.0
Dsiner/UIUtil,2338,1286,0,https://github.com/Dsiner/UIUtil,0.0,7770,3.0,3.0
mttkay/ignition,4450,1283,0,https://github.com/mttkay/ignition,1.0,4130,4.5,4.0
vilyever/AndroidSocketClient,2921,1279,0,https://github.com/vilyever/AndroidSocketClient,0.0,3505,2.0,6.0
jbangdev/jbang,1359,1278,201,https://github.com/jbangdev/jbang,0.0,21080,4.0,4.0
DerekYRC/mini-spring-cloud,531,1273,0,https://github.com/DerekYRC/mini-spring-cloud,0.0,1042,4.0,2.0
antoniolg/MaterializeYourApp,3162,1271,0,https://github.com/antoniolg/MaterializeYourApp,1.0,330,3.0,2.0
varunest/SparkButton,2623,1262,7,https://github.com/varunest/SparkButton,1.0,967,2.0,2.0
fusesource/mqtt-client,4289,1260,0,https://github.com/fusesource/mqtt-client,1.0,4568,3.0,4.0
kongzue/DialogV3,1637,1259,0,https://github.com/kongzue/DialogV3,0.0,9765,2.0,5.0
openrewrite/rewrite,1219,1258,185,https://github.com/openrewrite/rewrite,1.0,158934,6.0,72.0
toddway/MaterialTransitions,3059,1239,0,https://github.com/toddway/MaterialTransitions,1.0,899,3.0,4.0
DSheirer/sdrtrunk,2942,1236,36,https://github.com/DSheirer/sdrtrunk,3.0,163963,4.0,38.0
rnmods/react-native-document-picker,2634,1221,39,https://github.com/rnmods/react-native-document-picker,6.0,430,9.0,4.0
lopspower/CircularFillableLoaders,2834,1219,0,https://github.com/lopspower/CircularFillableLoaders,3.0,384,2.0,2.0
githubwing/ByeBurger,2505,1217,6,https://github.com/githubwing/ByeBurger,1.0,489,4.0,2.0
tumblr/Graywater,2318,1208,1,https://github.com/tumblr/Graywater,0.0,1399,5.0,6.0
pedrovgs/Renderers,3485,1205,15,https://github.com/pedrovgs/Renderers,1.0,1916,4.0,5.0
c0ny1/passive-scan-client,1498,1199,3,https://github.com/c0ny1/passive-scan-client,0.0,1086,1.0,5.0
danylovolokh/LondonEyeLayoutManager,2834,1196,0,https://github.com/danylovolokh/LondonEyeLayoutManager,0.0,1114,3.0,3.0
iammert/ExpandableLayout,2236,1195,6,https://github.com/iammert/ExpandableLayout,0.0,377,2.0,2.0
CNSRE/HTTPDNSLib,2982,1194,0,https://github.com/CNSRE/HTTPDNSLib,1.0,20189,3.0,5.0
klinker24/talon-for-twitter-android,2624,1193,4,https://github.com/klinker24/talon-for-twitter-android,0.0,72646,3.0,14.0
liaohuqiu/cube-sdk,3536,1189,3,https://github.com/liaohuqiu/cube-sdk,1.0,11407,3.0,5.0
ToDou/appbarlayout-spring-behavior,2527,1188,6,https://github.com/ToDou/appbarlayout-spring-behavior,0.0,1967,2.5,4.0
smarques84/MockLocationDetector,2664,1177,0,https://github.com/smarques84/MockLocationDetector,0.0,162,2.0,2.0
Solartisan/WaveSideBar,2662,1176,0,https://github.com/Solartisan/WaveSideBar,0.0,573,2.0,4.0
glomadrian/material-animated-switch,3012,1175,0,https://github.com/glomadrian/material-animated-switch,0.0,895,2.0,2.0
andreasschrade/android-design-template,2830,1173,0,https://github.com/andreasschrade/android-design-template,0.5,537,2.5,4.0
NightscoutFoundation/xDrip,2547,1172,717,https://github.com/NightscoutFoundation/xDrip,0.0,126612,3.0,6.0
shouzhong/Scanner,1445,1163,1,https://github.com/shouzhong/Scanner,0.0,3143,2.0,3.0
jiahongfei/TodayStepCounter,2272,1162,0,https://github.com/jiahongfei/TodayStepCounter,1.0,2011,3.0,3.0
Nepxion/DiscoveryGuide,1573,1157,0,https://github.com/Nepxion/DiscoveryGuide,0.0,90,5.0,2.0
itmuch/spring-cloud-docker-microservice-book-code,2425,1156,0,https://github.com/itmuch/spring-cloud-docker-microservice-book-code,0.0,756,3.0,2.0
thyrlian/AwesomeValidation,3196,1154,0,https://github.com/thyrlian/AwesomeValidation,0.0,3177,2.0,4.0
jnr/jnr-ffi,4606,1146,0,https://github.com/jnr/jnr-ffi,1.0,31474,3.0,230.0
kakajika/FragmentAnimations,2848,1139,0,https://github.com/kakajika/FragmentAnimations,1.0,939,4.0,9.0
johnnylambada/WorldMap,4174,1139,0,https://github.com/johnnylambada/WorldMap,0.0,2629,4.0,4.0
florent37/HollyViewPager,2960,1139,0,https://github.com/florent37/HollyViewPager,0.0,486,3.5,2.0
wasabeef/Takt,2928,1136,0,https://github.com/wasabeef/Takt,1.0,482,2.0,1.0
sbugert/react-native-admob,2837,1133,11,https://github.com/sbugert/react-native-admob,3.0,1003,2.0,2.0
danoz73/RecyclerViewFastScroller,3135,1131,1,https://github.com/danoz73/RecyclerViewFastScroller,1.0,634,3.0,4.0
banq/jdonframework,4547,1129,2,https://github.com/banq/jdonframework,0.0,22791,3.0,5.0
getActivity/EasyHttp,1390,1128,28,https://github.com/getActivity/EasyHttp,1.0,4074,4.0,4.0
Pugmatt/BedrockConnect,1567,1128,57,https://github.com/Pugmatt/BedrockConnect,1.0,3059,2.0,2.0
jsquared21/Intro-to-Java-Programming,3027,1125,0,https://github.com/jsquared21/Intro-to-Java-Programming,0.0,19345,1.0,6.0
richardwilly98/elasticsearch-river-mongodb,4245,1124,0,https://github.com/richardwilly98/elasticsearch-river-mongodb,2.0,7415,9.0,5.0
fit2cloud/riskscanner,1059,1122,14,https://github.com/fit2cloud/riskscanner,9.0,54670,2.0,4.0
googlearchive/android-ui-toolkit-demos,2745,1117,0,https://github.com/googlearchive/android-ui-toolkit-demos,0.0,1693,2.5,6.0
javers/javers,3565,1117,1,https://github.com/javers/javers,1.0,19437,4.0,9.0
chenssy89/jutils,2954,1115,0,https://github.com/chenssy89/jutils,13.0,2781,2.0,1.0
jarlen/PhotoEdit,2591,1105,0,https://github.com/jarlen/PhotoEdit,0.0,7093,4.0,3.0
Netflix/hollow,2476,1098,249,https://github.com/Netflix/hollow,0.0,78726,3.0,18.0
lsjwzh/MaterialLoadingProgressBar,3142,1092,1,https://github.com/lsjwzh/MaterialLoadingProgressBar,0.0,1009,2.0,4.0
CaffeineMC/phosphor-fabric,1262,1086,14,https://github.com/CaffeineMC/phosphor-fabric,1.0,2369,4.0,3.0
anji-plus/captcha,1281,1078,0,https://github.com/anji-plus/captcha,1.0,4492,2.0,5.0
ahmetaa/zemberek-nlp,3755,1074,0,https://github.com/ahmetaa/zemberek-nlp,0.0,54273,3.0,34.0
kohlschutter/boilerpipe,3209,1073,0,https://github.com/kohlschutter/boilerpipe,1.0,4674,4.0,4.0
javacc/javacc,2612,1073,11,https://github.com/javacc/javacc,3.0,20731,3.0,7.0
sujithkanna/SmileyRating,2422,1071,0,https://github.com/sujithkanna/SmileyRating,0.0,2960,2.0,3.0
jbake-org/jbake,3847,1067,23,https://github.com/jbake-org/jbake,0.5,8562,4.0,5.0
lovedise/PermissionGen,2857,1064,0,https://github.com/lovedise/PermissionGen,0.0,329,2.5,2.0
snakerflow-starter/snakerflow-spring-boot-starter,1385,526,0,https://github.com/snakerflow-starter/snakerflow-spring-boot-starter,0.0,342,6.5,1.0
ymback/NGA-CLIENT-VER-OPEN-SOURCE,3540,526,0,https://github.com/ymback/NGA-CLIENT-VER-OPEN-SOURCE,1.0,24910,3.0,6.0
xinghongfei/Hello-RxJava,2529,522,0,https://github.com/xinghongfei/Hello-RxJava,0.0,1954,1.0,3.0
SwingFrog/Summer,1744,519,0,https://github.com/SwingFrog/Summer,0.0,21602,3.0,6.0
yydcdut/SlideAndDragListView,2953,517,0,https://github.com/yydcdut/SlideAndDragListView,0.0,3958,2.0,4.0
in28minutes/JavaWebApplicationStepByStep,2823,516,0,https://github.com/in28minutes/JavaWebApplicationStepByStep,0.0,131,5.0,2.0
FIRST-Tech-Challenge/FtcRobotController,1091,516,11,https://github.com/FIRST-Tech-Challenge/FtcRobotController,0.0,3339,4.0,2.0
oversecured/ovaa,1245,515,0,https://github.com/oversecured/ovaa,0.5,549,3.0,2.0
dependency-check/dependency-check-sonar-plugin,3167,514,32,https://github.com/dependency-check/dependency-check-sonar-plugin,0.0,2543,5.0,3.0
Zweihui/RxFingerPrinter,2447,511,0,https://github.com/Zweihui/RxFingerPrinter,0.0,783,2.0,4.0
amazon-archives/realworld-serverless-application,1444,510,1,https://github.com/amazon-archives/realworld-serverless-application,0.0,5429,6.0,3.0
Weik1/Artillery,490,510,1,https://github.com/Weik1/Artillery,1.0,947,2.0,4.0
lumenghz/PullToRefresh,2645,508,3,https://github.com/lumenghz/PullToRefresh,0.0,1176,2.0,4.0
barryhappy/TContributionsView,2484,508,0,https://github.com/barryhappy/TContributionsView,0.0,687,3.0,3.0
tyczj/ExtendedCalendarView,3534,506,0,https://github.com/tyczj/ExtendedCalendarView,1.5,736,3.5,3.0
smartyuge/SuperIndicator,2575,504,1,https://github.com/smartyuge/SuperIndicator,0.0,922,3.0,3.0
pavsa/hackrf-spectrum-analyzer,2384,503,5,https://github.com/pavsa/hackrf-spectrum-analyzer,0.0,3160,2.0,6.0
mohamed-taman/Springy-Store-Microservices,1264,501,21,https://github.com/mohamed-taman/Springy-Store-Microservices,0.0,1698,5.0,4.0
basteez/AndroidDrawableFactory,3532,501,0,https://github.com/basteez/AndroidDrawableFactory,1.0,395,1.0,6.0
googlearchive/AndroidChat,3727,499,0,https://github.com/googlearchive/AndroidChat,0.0,322,2.5,3.0
wangjiegulu/AndroidBucket,3459,498,0,https://github.com/wangjiegulu/AndroidBucket,1.0,8738,2.0,4.0
bxiaopeng/AndroidStudio,3543,496,0,https://github.com/bxiaopeng/AndroidStudio,0.0,453,3.0,3.0
gotokatsuya/BlurredGridMenu,3024,494,0,https://github.com/gotokatsuya/BlurredGridMenu,0.0,339,2.0,2.0
Cicizz/jmqtt,1761,494,5,https://github.com/Cicizz/jmqtt,0.0,4960,2.5,4.0
delight-im/Faceless,3348,491,0,https://github.com/delight-im/Faceless,0.0,6962,3.0,4.0
FirebaseExtended/mlkit-material-android,1602,491,0,https://github.com/FirebaseExtended/mlkit-material-android,0.0,3336,7.0,3.0
moditect/moditect,2383,491,3,https://github.com/moditect/moditect,0.0,2605,2.0,3.0
bttv-android/bttv,943,490,70,https://github.com/bttv-android/bttv,0.0,5313,2.0,5.0
rtyley/agit,4763,489,0,https://github.com/rtyley/agit,0.0,8466,5.0,4.0
materialdoc/materialdoc,2858,488,2,https://github.com/materialdoc/materialdoc,0.0,1598,3.0,4.0
TNG/ArchUnit-Examples,2114,488,0,https://github.com/TNG/ArchUnit-Examples,0.0,2977,2.0,4.0
czy1121/cornerlabelview,2548,487,4,https://github.com/czy1121/cornerlabelview,1.0,359,7.0,2.0
carymrobbins/intellij-haskforce,3542,487,52,https://github.com/carymrobbins/intellij-haskforce,1.0,18764,5.0,15.0
bujiio/buji-pac4j,4080,485,0,https://github.com/bujiio/buji-pac4j,1.0,1203,4.0,4.0
GenshenWang/DubboDemo,2341,485,0,https://github.com/GenshenWang/DubboDemo,0.0,41,1.0,1.0
liaoguobao/TweakMe,452,484,0,https://github.com/liaoguobao/TweakMe,0.0,2749,2.0,5.0
woodpecker-appstore/log4j-payload-generator,640,484,1,https://github.com/woodpecker-appstore/log4j-payload-generator,1.5,201,3.0,1.0
RikkaApps/Shizuku-API,975,483,2,https://github.com/RikkaApps/Shizuku-API,0.0,3459,3.0,3.0
ppamorim/Cult,3030,483,2,https://github.com/ppamorim/Cult,1.0,134,3.0,3.0
Diffey/RxZhihuPager,2766,482,0,https://github.com/Diffey/RxZhihuPager,1.0,1403,2.0,4.0
googlesamples/android-play-publisher-api,3360,482,0,https://github.com/googlesamples/android-play-publisher-api,0.0,179,11.5,1.0
fangx/ZhiHuMVP,2792,482,0,https://github.com/fangx/ZhiHuMVP,1.0,6992,2.0,4.0
MinecraftForge/ForgeGradle,3611,482,2,https://github.com/MinecraftForge/ForgeGradle,3.0,10877,7.0,4.0
starcwang/canal_mysql_elasticsearch_sync,2211,482,5,https://github.com/starcwang/canal_mysql_elasticsearch_sync,0.0,687,3.5,3.0
elbbbird/ESSocialSDK,2856,481,1,https://github.com/elbbbird/ESSocialSDK,1.0,2828,4.0,3.0
xuminwlt/j360-dubbo-app-all,2613,481,0,https://github.com/xuminwlt/j360-dubbo-app-all,0.0,19256,3.0,115.0
spring-cloud-samples/eureka,3343,479,0,https://github.com/spring-cloud-samples/eureka,0.0,16,4.0,1.0
ppdaicorp/pmq,1427,477,1,https://github.com/ppdaicorp/pmq,0.0,38343,2.0,5.0
stoicflame/enunciate,4515,476,35,https://github.com/stoicflame/enunciate,1.0,52295,3.0,7.0
openanalytics/shinyproxy,2675,475,48,https://github.com/openanalytics/shinyproxy,1.5,1846,3.0,3.0
hongyangAndroid/ColorfulStatusBar,2915,474,0,https://github.com/hongyangAndroid/ColorfulStatusBar,0.0,58,5.0,2.0
jprante/elasticsearch-knapsack,3931,473,3,https://github.com/jprante/elasticsearch-knapsack,1.0,18843,4.0,5.0
runabol/piper,2649,473,0,https://github.com/runabol/piper,0.0,6328,4.0,3.0
ljqloveyou123/LiujiaqiAndroid,2388,470,0,https://github.com/ljqloveyou123/LiujiaqiAndroid,0.0,486,3.5,2.0
jrvansuita/PickImage,2508,469,33,https://github.com/jrvansuita/PickImage,1.0,1373,3.0,3.0
googlesamples/androidtv-sample-inputs,3219,468,0,https://github.com/googlesamples/androidtv-sample-inputs,0.0,9226,5.0,7.0
JakeWharton/salvage,3844,467,0,https://github.com/JakeWharton/salvage,0.0,276,4.0,3.0
micyo202/lion,1952,467,19,https://github.com/micyo202/lion,0.0,4715,4.0,4.0
Dawish/MDPlayer,2663,466,0,https://github.com/Dawish/MDPlayer,0.0,13563,2.0,4.0
opencollab/jlatexmath,2910,466,3,https://github.com/opencollab/jlatexmath,0.0,13090,4.0,7.0
wechatpay-apiv3/wechatpay-java,472,466,13,https://github.com/wechatpay-apiv3/wechatpay-java,0.0,33852,2.0,5.0
bobcarroll/jira-client,3762,464,0,https://github.com/bobcarroll/jira-client,11.0,5819,7.0,3.0
badoualy/datepicker-timeline,2593,463,2,https://github.com/badoualy/datepicker-timeline,0.0,971,3.0,3.0
worstcase/gumshoe,2726,462,1,https://github.com/worstcase/gumshoe,1.0,8296,2.0,15.0
ForestryMC/ForestryMC,3422,462,4,https://github.com/ForestryMC/ForestryMC,1.0,78287,6.0,12.0
ddd-by-examples/event-source-cqrs-sample,2634,462,0,https://github.com/ddd-by-examples/event-source-cqrs-sample,0.5,398,4.0,1.0
PlayPro/CoreProtect,2214,462,11,https://github.com/PlayPro/CoreProtect,0.0,23283,7.0,6.0
OWASP/owasp-java-encoder,3090,459,1,https://github.com/OWASP/owasp-java-encoder,0.0,3756,2.0,4.0
artsploit/yaml-payload,1612,458,0,https://github.com/artsploit/yaml-payload,78.0,47,0.0,1.0
JakeWharton/okhttp-idling-resource,2640,458,0,https://github.com/JakeWharton/okhttp-idling-resource,0.0,144,2.0,1.0
caisl/activity-platform,1709,457,0,https://github.com/caisl/activity-platform,0.0,1071,2.0,4.0
Maxi-Mao/ChatDemo,2542,456,0,https://github.com/Maxi-Mao/ChatDemo,0.0,8200,3.0,7.0
litesuits/android-lite-async,3473,455,0,https://github.com/litesuits/android-lite-async,0.0,1693,1.0,4.0
janishar/android-dagger2-example,2454,454,0,https://github.com/janishar/android-dagger2-example,0.0,287,5.5,2.0
aalansehaiyang/Lock-Learning,2051,454,0,https://github.com/aalansehaiyang/Lock-Learning,0.0,661,1.0,1.0
limedroid/XRichText,2507,453,1,https://github.com/limedroid/XRichText,0.0,738,2.0,4.0
edufolly/flutter_mobile_vision,1971,453,4,https://github.com/edufolly/flutter_mobile_vision,0.0,2278,4.0,3.0
lilifengcode/Burpsuite-Plugins-Usage,1477,453,0,https://github.com/lilifengcode/Burpsuite-Plugins-Usage,0.0,5660,1.0,5.0
Splitter/android_packages_apps_apolloMod,3839,452,0,https://github.com/Splitter/android_packages_apps_apolloMod,0.0,10158,4.0,4.0
throrin19/Android-Validator,4097,450,0,https://github.com/throrin19/Android-Validator,1.0,705,4.0,3.0
Ardesco/Selenium-Maven-Template,4164,449,0,https://github.com/Ardesco/Selenium-Maven-Template,0.0,379,4.0,2.0
amzn/selling-partner-api-models,1143,448,0,https://github.com/amzn/selling-partner-api-models,0.0,2171,3.0,3.0
shontauro-zz/android-pulltorefresh-and-loadmore,4252,446,0,https://github.com/shontauro-zz/android-pulltorefresh-and-loadmore,0.0,693,1.0,4.0
yangchong211/YCUpdateApp,2269,442,0,https://github.com/yangchong211/YCUpdateApp,0.0,1294,2.0,3.0
maskarade/Android-Orma,2866,440,0,https://github.com/maskarade/Android-Orma,0.0,17446,3.0,5.0
hantsy/spring-webmvc-jwt-sample,1968,439,0,https://github.com/hantsy/spring-webmvc-jwt-sample,0.0,362,6.0,4.0
PureWriter/about-page,2522,439,12,https://github.com/PureWriter/about-page,0.0,802,4.0,4.0
victordiaz/PHONK,2095,438,17,https://github.com/victordiaz/PHONK,1.0,26920,4.0,4.0
andraskindler/parallaxviewpager,3416,437,0,https://github.com/andraskindler/parallaxviewpager,19.0,140,5.5,2.0
bkhezry/weather,1604,436,7,https://github.com/bkhezry/weather,1.0,3360,2.0,3.0
yesidlazaro/BadgedImageview,2853,435,0,https://github.com/yesidlazaro/BadgedImageview,5.0,302,4.0,4.0
czy1121/badgebutton,2515,434,2,https://github.com/czy1121/badgebutton,9.0,199,10.0,3.0
CoolThink/StatusBarAdapt,2853,431,0,https://github.com/CoolThink/StatusBarAdapt,0.0,28,2.5,3.0
timolson/cointrader,3392,431,0,https://github.com/timolson/cointrader,1.0,30523,3.0,8.0
MaksTuev/ferro,2630,430,7,https://github.com/MaksTuev/ferro,0.0,1416,4.0,5.0
hkk595/Resizer,2203,429,6,https://github.com/hkk595/Resizer,0.0,197,3.0,1.0
fynch3r/Gadgets,856,427,0,https://github.com/fynch3r/Gadgets,0.0,987,3.0,1.0
zzz40500/HeadsUp,3152,426,1,https://github.com/zzz40500/HeadsUp,0.0,1385,3.0,3.0
wuman/android-oauth-client,3731,425,0,https://github.com/wuman/android-oauth-client,2.0,9757,5.0,7.0
wenhuaijun/EasyTagDragView,2666,425,0,https://github.com/wenhuaijun/EasyTagDragView,0.0,1094,2.0,3.0
xuningjack/verticaltextview,2389,149,0,https://github.com/xuningjack/verticaltextview,0.5,51,6.0,2.0
ppamorim/PrismView,2988,149,3,https://github.com/ppamorim/PrismView,0.5,718,3.5,5.0
taoliuh/CoordinateKeyboard,2826,149,0,https://github.com/taoliuh/CoordinateKeyboard,1.0,644,3.0,3.0
aesion/SnapUpCountDownTimerView,2630,148,0,https://github.com/aesion/SnapUpCountDownTimerView,0.0,271,3.0,2.0
