Name,Owner_login,Accepted_PRs,URL
RxJava,ReactiveX,3142,https://github.com/ReactiveX/RxJava
jekyll,jekyll,3092,https://github.com/jekyll/jekyll
anime,juliangarnier,72,https://github.com/juliangarnier/anime
faceswap,deepfakes,353,https://github.com/deepfakes/faceswap
v2rayN,2dust,102,https://github.com/2dust/v2rayN
hacker-scripts,NARKOZ,63,https://github.com/NARKOZ/hacker-scripts
d2l-zh,d2l-ai,1020,https://github.com/d2l-ai/d2l-zh
rustdesk,rustdesk,1812,https://github.com/rustdesk/rustdesk
prettier,prettier,7505,https://github.com/prettier/prettier
new-pac,Alvin9999,0,https://github.com/Alvin9999/new-pac
clash,Dreamacro,313,https://github.com/Dreamacro/clash
nerd-fonts,ryanoasis,358,https://github.com/ryanoasis/nerd-fonts
kotlin,JetBrains,2053,https://github.com/JetBrains/kotlin
tldr,tldr-pages,8433,https://github.com/tldr-pages/tldr
big-list-of-naughty-strings,minimaxir,90,https://github.com/minimaxir/big-list-of-naughty-strings
serverless,serverless,4469,https://github.com/serverless/serverless
DefinitelyTyped,DefinitelyTyped,47278,https://github.com/DefinitelyTyped/DefinitelyTyped
cypress,cypress-io,5584,https://github.com/cypress-io/cypress
chinese-poetry,chinese-poetry,128,https://github.com/chinese-poetry/chinese-poetry
gpt4free,xtekky,192,https://github.com/xtekky/gpt4free
rich,Textualize,715,https://github.com/Textualize/rich
Real-Time-Voice-Cloning,CorentinJ,48,https://github.com/CorentinJ/Real-Time-Voice-Cloning
traefik,traefik,3841,https://github.com/traefik/traefik
learn-regex,ziishaned,124,https://github.com/ziishaned/learn-regex
okhttp,square,3186,https://github.com/square/okhttp
etcd,etcd-io,7896,https://github.com/etcd-io/etcd
algorithm-visualizer,algorithm-visualizer,182,https://github.com/algorithm-visualizer/algorithm-visualizer
whisper,openai,82,https://github.com/openai/whisper
dayjs,iamkun,666,https://github.com/iamkun/dayjs
Ghost,TryGhost,8852,https://github.com/TryGhost/Ghost
mastodon,mastodon,12517,https://github.com/mastodon/mastodon
awesome-ios,vsouza,2203,https://github.com/vsouza/awesome-ios
pdf.js,mozilla,6601,https://github.com/mozilla/pdf.js
meteor,meteor,1933,https://github.com/meteor/meteor
bun,oven-sh,1443,https://github.com/oven-sh/bun
go-ethereum,ethereum,6516,https://github.com/ethereum/go-ethereum
awesome-chatgpt-prompts-zh,PlexPt,28,https://github.com/PlexPt/awesome-chatgpt-prompts-zh
pi-hole,pi-hole,1690,https://github.com/pi-hole/pi-hole
architecture-samples,android,222,https://github.com/android/architecture-samples
julia,JuliaLang,21713,https://github.com/JuliaLang/julia
sherlock,sherlock-project,524,https://github.com/sherlock-project/sherlock
v2ray-core,v2ray,203,https://github.com/v2ray/v2ray-core
TensorFlow-Examples,aymericdamien,88,https://github.com/aymericdamien/TensorFlow-Examples
AdminLTE,ColorlibHQ,1408,https://github.com/ColorlibHQ/AdminLTE
gogs,gogs,1609,https://github.com/gogs/gogs
Projects,karan,19,https://github.com/karan/Projects
bat,sharkdp,1159,https://github.com/sharkdp/bat
act,nektos,771,https://github.com/nektos/act
gpt-engineer,AntonOsika,108,https://github.com/AntonOsika/gpt-engineer
parcel,parcel-bundler,2189,https://github.com/parcel-bundler/parcel
jest,jestjs,5208,https://github.com/jestjs/jest
ChatGPT-Next-Web,Yidadaa,377,https://github.com/Yidadaa/ChatGPT-Next-Web
drawio-desktop,jgraph,18,https://github.com/jgraph/drawio-desktop
babel,babel,5371,https://github.com/babel/babel
ghidra,NationalSecurityAgency,385,https://github.com/NationalSecurityAgency/ghidra
mkcert,FiloSottile,52,https://github.com/FiloSottile/mkcert
DeepFaceLab,iperov,32,https://github.com/iperov/DeepFaceLab
build-web-application-with-golang,astaxie,757,https://github.com/astaxie/build-web-application-with-golang
github-cheat-sheet,tiimgreen,129,https://github.com/tiimgreen/github-cheat-sheet
react,typescript-cheatsheets,330,https://github.com/typescript-cheatsheets/react
awesome-wechat-weapp,justjavac,275,https://github.com/justjavac/awesome-wechat-weapp
retrofit,square,843,https://github.com/square/retrofit
design-patterns-for-humans,kamranahmedse,49,https://github.com/kamranahmedse/design-patterns-for-humans
100-Days-Of-ML-Code,Avik-Jain,6,https://github.com/Avik-Jain/100-Days-Of-ML-Code
leetcode-master,youngyangyang04,1851,https://github.com/youngyangyang04/leetcode-master
project-layout,golang-standards,74,https://github.com/golang-standards/project-layout
x64dbg,x64dbg,635,https://github.com/x64dbg/x64dbg
openpilot,commaai,7810,https://github.com/commaai/openpilot
Microsoft-Activation-Scripts,massgravel,2,https://github.com/massgravel/Microsoft-Activation-Scripts
rustlings,rust-lang,741,https://github.com/rust-lang/rustlings
hyper,vercel,2989,https://github.com/vercel/hyper
yolov5,ultralytics,1990,https://github.com/ultralytics/yolov5
yarn,yarnpkg,1652,https://github.com/yarnpkg/yarn
marktext,marktext,936,https://github.com/marktext/marktext
git-flight-rules,k88hudson,219,https://github.com/k88hudson/git-flight-rules
trackerslist,ngosang,1,https://github.com/ngosang/trackerslist
llama,facebookresearch,25,https://github.com/facebookresearch/llama
pixijs,pixijs,2824,https://github.com/pixijs/pixijs
ChatGPT,lencx,118,https://github.com/lencx/ChatGPT
bypass-paywalls-chrome,iamadamdev,132,https://github.com/iamadamdev/bypass-paywalls-chrome
minio,minio,8518,https://github.com/minio/minio
gpt_academic,binary-husky,77,https://github.com/binary-husky/gpt_academic
PowerShell,PowerShell,6411,https://github.com/PowerShell/PowerShell
vue2-elm,bailicangdu,21,https://github.com/bailicangdu/vue2-elm
rclone,rclone,1638,https://github.com/rclone/rclone
llama.cpp,ggerganov,944,https://github.com/ggerganov/llama.cpp
core,vuejs,2034,https://github.com/vuejs/core
Motrix,agalwood,192,https://github.com/agalwood/Motrix
ripgrep,BurntSushi,470,https://github.com/BurntSushi/ripgrep
nw.js,nwjs,572,https://github.com/nwjs/nw.js
Alamofire,Alamofire,600,https://github.com/Alamofire/Alamofire
pandas,pandas-dev,23341,https://github.com/pandas-dev/pandas
pm2,Unitech,540,https://github.com/Unitech/pm2
PythonDataScienceHandbook,jakevdp,28,https://github.com/jakevdp/PythonDataScienceHandbook
styled-components,styled-components,911,https://github.com/styled-components/styled-components
dubbo,apache,4570,https://github.com/apache/dubbo
huginn,huginn,977,https://github.com/huginn/huginn
frontend-dev-bookmarks,dypsilon,129,https://github.com/dypsilon/frontend-dev-bookmarks
grpc,grpc,18577,https://github.com/grpc/grpc
materialize,Dogfalo,449,https://github.com/Dogfalo/materialize
CppCoreGuidelines,isocpp,778,https://github.com/isocpp/CppCoreGuidelines
terraform,hashicorp,10913,https://github.com/hashicorp/terraform
discourse,discourse,20158,https://github.com/discourse/discourse
meilisearch,meilisearch,1419,https://github.com/meilisearch/meilisearch
uni-app,dcloudio,216,https://github.com/dcloudio/uni-app
lazygit,jesseduffield,1100,https://github.com/jesseduffield/lazygit
hiring-without-whiteboards,poteto,1195,https://github.com/poteto/hiring-without-whiteboards
joplin,laurent22,2268,https://github.com/laurent22/joplin
zx,google,113,https://github.com/google/zx
powerlevel10k,romkatv,143,https://github.com/romkatv/powerlevel10k
Leaflet,Leaflet,2869,https://github.com/Leaflet/Leaflet
gitea,go-gitea,13284,https://github.com/go-gitea/gitea
30-Days-Of-JavaScript,Asabeneh,98,https://github.com/Asabeneh/30-Days-Of-JavaScript
FFmpeg,FFmpeg,16,https://github.com/FFmpeg/FFmpeg
dive,wagoodman,135,https://github.com/wagoodman/dive
front-end-interview-handbook,yangshun,229,https://github.com/yangshun/front-end-interview-handbook
edex-ui,GitSquared,399,https://github.com/GitSquared/edex-ui
python-patterns,faif,262,https://github.com/faif/python-patterns
AppFlowy,AppFlowy-IO,1507,https://github.com/AppFlowy-IO/AppFlowy
segment-anything,facebookresearch,16,https://github.com/facebookresearch/segment-anything
react-use,streamich,1494,https://github.com/streamich/react-use
uptime-kuma,louislam,866,https://github.com/louislam/uptime-kuma
vuetify,vuetifyjs,3534,https://github.com/vuetifyjs/vuetify
Magisk,topjohnwu,1315,https://github.com/topjohnwu/Magisk
nocodb,nocodb,2027,https://github.com/nocodb/nocodb
awesome-java,akullpp,657,https://github.com/akullpp/awesome-java
fastlane,fastlane,6011,https://github.com/fastlane/fastlane
first-contributions,firstcontributions,60740,https://github.com/firstcontributions/first-contributions
hexo,hexojs,857,https://github.com/hexojs/hexo
impress.js,impress,115,https://github.com/impress/impress.js
uBlock,gorhill,221,https://github.com/gorhill/uBlock
what-happens-when,alex,108,https://github.com/alex/what-happens-when
privateGPT,imartinez,39,https://github.com/imartinez/privateGPT
awesome-react-components,brillout,306,https://github.com/brillout/awesome-react-components
brew,Homebrew,9673,https://github.com/Homebrew/brew
Rocket.Chat,RocketChat,10952,https://github.com/RocketChat/Rocket.Chat
hackingtool,Z4nzu,52,https://github.com/Z4nzu/hackingtool
quill,quilljs,283,https://github.com/quilljs/quill
MPAndroidChart,PhilJay,190,https://github.com/PhilJay/MPAndroidChart
awesome-rust,rust-unofficial,1223,https://github.com/rust-unofficial/awesome-rust
open-source-mac-os-apps,serhii-londar,516,https://github.com/serhii-londar/open-source-mac-os-apps
spark,apache,5,https://github.com/apache/spark
react-hook-form,react-hook-form,1834,https://github.com/react-hook-form/react-hook-form
freecodecamp.cn,FreeCodeCampChina,55,https://github.com/FreeCodeCampChina/freecodecamp.cn
kubernetes-the-hard-way,kelseyhightower,69,https://github.com/kelseyhightower/kubernetes-the-hard-way
json,nlohmann,675,https://github.com/nlohmann/json
ailearning,apachecn,475,https://github.com/apachecn/ailearning
swiper,nolimits4web,549,https://github.com/nolimits4web/swiper
open-source-ios-apps,dkhamsing,856,https://github.com/dkhamsing/open-source-ios-apps
Deep-Learning-Papers-Reading-Roadmap,floodsung,28,https://github.com/floodsung/Deep-Learning-Papers-Reading-Roadmap
starship,starship,2405,https://github.com/starship/starship
type-challenges,type-challenges,515,https://github.com/type-challenges/type-challenges
query,TanStack,1558,https://github.com/TanStack/query
video.js,videojs,1649,https://github.com/videojs/video.js
jadx,skylot,413,https://github.com/skylot/jadx
php-src,php,1782,https://github.com/php/php-src
weekly,ruanyf,68,https://github.com/ruanyf/weekly
esbuild,evanw,218,https://github.com/evanw/esbuild
cheat.sh,chubin,122,https://github.com/chubin/cheat.sh
kong,Kong,4686,https://github.com/Kong/kong
drawio,jgraph,36,https://github.com/jgraph/drawio
jeecg-boot,jeecgboot,18,https://github.com/jeecgboot/jeecg-boot
annotated_deep_learning_paper_implementations,labmlai,80,https://github.com/labmlai/annotated_deep_learning_paper_implementations
monaco-editor,microsoft,375,https://github.com/microsoft/monaco-editor
slate,slatedocs,291,https://github.com/slatedocs/slate
Prompt-Engineering-Guide,dair-ai,169,https://github.com/dair-ai/Prompt-Engineering-Guide
styleguide,google,150,https://github.com/google/styleguide
interview_internal_reference,0voice,35,https://github.com/0voice/interview_internal_reference
tabler,tabler,421,https://github.com/tabler/tabler
bert,google-research,32,https://github.com/google-research/bert
phaser,photonstorm,1599,https://github.com/photonstorm/phaser
wrk,wg,0,https://github.com/wg/wrk
Open-Assistant,LAION-AI,1612,https://github.com/LAION-AI/Open-Assistant
sentry,getsentry,41332,https://github.com/getsentry/sentry
preact,preactjs,1511,https://github.com/preactjs/preact
lerna,lerna,874,https://github.com/lerna/lerna
tutorials,eugenp,10184,https://github.com/eugenp/tutorials
ant-design-pro,ant-design,936,https://github.com/ant-design/ant-design-pro
tidb,pingcap,24703,https://github.com/pingcap/tidb
zustand,pmndrs,516,https://github.com/pmndrs/zustand
fullPage.js,alvarotrigo,299,https://github.com/alvarotrigo/fullPage.js
pure-bash-bible,dylanaraps,28,https://github.com/dylanaraps/pure-bash-bible
node-v0.x-archive,nodejs,218,https://github.com/nodejs/node-v0.x-archive
awesome-cheatsheets,LeCoupa,160,https://github.com/LeCoupa/awesome-cheatsheets
og-aws,open-guides,498,https://github.com/open-guides/og-aws
v,vlang,9062,https://github.com/vlang/v
JavaFamily,AobingJava,2,https://github.com/AobingJava/JavaFamily
iina,iina,568,https://github.com/iina/iina
python-cheatsheet,gto76,14,https://github.com/gto76/python-cheatsheet
manifesto,opentffoundation,703,https://github.com/opentffoundation/manifesto
awesome-react-native,jondot,912,https://github.com/jondot/awesome-react-native
arthas,alibaba,468,https://github.com/alibaba/arthas
free,freefq,0,https://github.com/freefq/free
pyenv,pyenv,791,https://github.com/pyenv/pyenv
cli,cli,1861,https://github.com/cli/cli
carbon,carbon-app,646,https://github.com/carbon-app/carbon
955.WLB,formulahendry,18,https://github.com/formulahendry/955.WLB
appwrite,appwrite,2122,https://github.com/appwrite/appwrite
acme.sh,acmesh-official,1252,https://github.com/acmesh-official/acme.sh
PaddleOCR,PaddlePaddle,2218,https://github.com/PaddlePaddle/PaddleOCR
shellcheck,koalaman,265,https://github.com/koalaman/shellcheck
gulp,gulpjs,396,https://github.com/gulpjs/gulp
DragGAN,XingangPan,17,https://github.com/XingangPan/DragGAN
formik,jaredpalmer,806,https://github.com/jaredpalmer/formik
gold-miner,xitu,3532,https://github.com/xitu/gold-miner
hello-algorithm,geekxh,26,https://github.com/geekxh/hello-algorithm
immutable-js,immutable-js,482,https://github.com/immutable-js/immutable-js
gym,openai,999,https://github.com/openai/gym
CPlusPlusThings,Light-City,61,https://github.com/Light-City/CPlusPlusThings
vim,vim,88,https://github.com/vim/vim
aspnetcore,dotnet,13944,https://github.com/dotnet/aspnetcore
AndroidUtilCode,Blankj,87,https://github.com/Blankj/AndroidUtilCode
devdocs,freeCodeCamp,594,https://github.com/freeCodeCamp/devdocs
date-fns,date-fns,1025,https://github.com/date-fns/date-fns
material-design-lite,google,655,https://github.com/google/material-design-lite
mitmproxy,mitmproxy,2113,https://github.com/mitmproxy/mitmproxy
XX-Net,XX-net,361,https://github.com/XX-net/XX-Net
ColossalAI,hpcaitech,2673,https://github.com/hpcaitech/ColossalAI
typeorm,typeorm,1874,https://github.com/typeorm/typeorm
GFPGAN,TencentARC,14,https://github.com/TencentARC/GFPGAN
vim-plug,junegunn,166,https://github.com/junegunn/vim-plug
netty,netty,3202,https://github.com/netty/netty
ShadowsocksX-NG,shadowsocks,63,https://github.com/shadowsocks/ShadowsocksX-NG
ijkplayer,bilibili,35,https://github.com/bilibili/ijkplayer
fanqiang,bannedbook,3,https://github.com/bannedbook/fanqiang
reactjs-interview-questions,sudheerj,124,https://github.com/sudheerj/reactjs-interview-questions
airflow,apache,17221,https://github.com/apache/airflow
Docker-OSX,sickcodes,98,https://github.com/sickcodes/Docker-OSX
tesseract.js,naptha,149,https://github.com/naptha/tesseract.js
android-open-project,Trinea,202,https://github.com/Trinea/android-open-project
aria2,aria2,206,https://github.com/aria2/aria2
awesome-javascript,sorrycc,366,https://github.com/sorrycc/awesome-javascript
jieba,fxsjy,96,https://github.com/fxsjy/jieba
curl,curl,169,https://github.com/curl/curl
metasploit-framework,rapid7,10111,https://github.com/rapid7/metasploit-framework
carbon-lang,carbon-language,1985,https://github.com/carbon-language/carbon-lang
jQuery-File-Upload,blueimp,119,https://github.com/blueimp/jQuery-File-Upload
react-beautiful-dnd,atlassian,525,https://github.com/atlassian/react-beautiful-dnd
MockingBird,babysor,73,https://github.com/babysor/MockingBird
googletest,google,787,https://github.com/google/googletest
google-research,google-research,29,https://github.com/google-research/google-research
yuzu,yuzu-emu,5837,https://github.com/yuzu-emu/yuzu
ClickHouse,ClickHouse,30998,https://github.com/ClickHouse/ClickHouse
awesome-awesomeness,bayandin,197,https://github.com/bayandin/awesome-awesomeness
odoo,odoo,6168,https://github.com/odoo/odoo
insomnia,Kong,2119,https://github.com/Kong/insomnia
LeetCode-Go,halfrost,173,https://github.com/halfrost/LeetCode-Go
50projects50days,bradtraversy,39,https://github.com/bradtraversy/50projects50days
lx-music-desktop,lyswhut,26,https://github.com/lyswhut/lx-music-desktop
marked,markedjs,1110,https://github.com/markedjs/marked
compose,docker,2801,https://github.com/docker/compose
spring-boot-demo,xkcoding,15,https://github.com/xkcoding/spring-boot-demo
lazydocker,jesseduffield,160,https://github.com/jesseduffield/lazydocker
tmux,tmux,1,https://github.com/tmux/tmux
interview,huihut,35,https://github.com/huihut/interview
certbot,certbot,3679,https://github.com/certbot/certbot
beego,beego,1209,https://github.com/beego/beego
husky,typicode,209,https://github.com/typicode/husky
HanLP,hankcs,74,https://github.com/hankcs/HanLP
framework,laravel,14034,https://github.com/laravel/framework
graphql-engine,hasura,2109,https://github.com/hasura/graphql-engine
Blog,mqyqingfeng,3,https://github.com/mqyqingfeng/Blog
ui,shadcn-ui,184,https://github.com/shadcn-ui/ui
ImHex,WerWolv,339,https://github.com/WerWolv/ImHex
pandoc,jgm,1480,https://github.com/jgm/pandoc
alist,alist-org,396,https://github.com/alist-org/alist
p3c,alibaba,62,https://github.com/alibaba/p3c
stablediffusion,Stability-AI,18,https://github.com/Stability-AI/stablediffusion
foundation-sites,foundation,2950,https://github.com/foundation/foundation-sites
libpku,lib-pku,22,https://github.com/lib-pku/libpku
REKCARC-TSC-UHT,PKUanonym,132,https://github.com/PKUanonym/REKCARC-TSC-UHT
rxjs,ReactiveX,2543,https://github.com/ReactiveX/rxjs
spring-boot-examples,ityouknow,7,https://github.com/ityouknow/spring-boot-examples
phantomjs,ariya,562,https://github.com/ariya/phantomjs
vimrc,amix,104,https://github.com/amix/vimrc
dotfiles,mathiasbynens,44,https://github.com/mathiasbynens/dotfiles
Awesome-Design-Tools,goabstract,283,https://github.com/goabstract/Awesome-Design-Tools
react-boilerplate,react-boilerplate,715,https://github.com/react-boilerplate/react-boilerplate
COVID-19,CSSEGISandData,2152,https://github.com/CSSEGISandData/COVID-19
es6features,lukehoban,41,https://github.com/lukehoban/es6features
English-level-up-tips,byoungd,24,https://github.com/byoungd/English-level-up-tips
awesome-php,ziadoz,386,https://github.com/ziadoz/awesome-php
cli,httpie,393,https://github.com/httpie/cli
ccxt,ccxt,8530,https://github.com/ccxt/ccxt
NeteaseCloudMusicApi,Binaryify,270,https://github.com/Binaryify/NeteaseCloudMusicApi
appsmith,appsmithorg,9008,https://github.com/appsmithorg/appsmith
easyexcel,alibaba,163,https://github.com/alibaba/easyexcel
project-guidelines,elsewhencode,113,https://github.com/elsewhencode/project-guidelines
spring-boot-demo,xkcoding,15,https://github.com/xkcoding/spring-boot-demo
lazydocker,jesseduffield,160,https://github.com/jesseduffield/lazydocker
tmux,tmux,1,https://github.com/tmux/tmux
nvm-windows,coreybutler,79,https://github.com/coreybutler/nvm-windows
interview,huihut,35,https://github.com/huihut/interview
certbot,certbot,3679,https://github.com/certbot/certbot
beego,beego,1209,https://github.com/beego/beego
husky,typicode,209,https://github.com/typicode/husky
HanLP,hankcs,74,https://github.com/hankcs/HanLP
framework,laravel,14034,https://github.com/laravel/framework
graphql-engine,hasura,2109,https://github.com/hasura/graphql-engine
Blog,mqyqingfeng,3,https://github.com/mqyqingfeng/Blog
ui,shadcn-ui,184,https://github.com/shadcn-ui/ui
ImHex,WerWolv,339,https://github.com/WerWolv/ImHex
pandoc,jgm,1480,https://github.com/jgm/pandoc
alist,alist-org,396,https://github.com/alist-org/alist
HEAD,joshbuchea,86,https://github.com/joshbuchea/HEAD
vue-cli,vuejs,1258,https://github.com/vuejs/vue-cli
p3c,alibaba,62,https://github.com/alibaba/p3c
stablediffusion,Stability-AI,18,https://github.com/Stability-AI/stablediffusion
foundation-sites,foundation,2950,https://github.com/foundation/foundation-sites
libpku,lib-pku,22,https://github.com/lib-pku/libpku
REKCARC-TSC-UHT,PKUanonym,132,https://github.com/PKUanonym/REKCARC-TSC-UHT
rxjs,ReactiveX,2543,https://github.com/ReactiveX/rxjs
spring-boot-examples,ityouknow,7,https://github.com/ityouknow/spring-boot-examples
phantomjs,ariya,562,https://github.com/ariya/phantomjs
vimrc,amix,104,https://github.com/amix/vimrc
dotfiles,mathiasbynens,44,https://github.com/mathiasbynens/dotfiles
Awesome-Design-Tools,goabstract,283,https://github.com/goabstract/Awesome-Design-Tools
react-boilerplate,react-boilerplate,715,https://github.com/react-boilerplate/react-boilerplate
COVID-19,CSSEGISandData,2152,https://github.com/CSSEGISandData/COVID-19
es6features,lukehoban,41,https://github.com/lukehoban/es6features
English-level-up-tips,byoungd,24,https://github.com/byoungd/English-level-up-tips
awesome-php,ziadoz,386,https://github.com/ziadoz/awesome-php
cli,httpie,393,https://github.com/httpie/cli
ccxt,ccxt,8530,https://github.com/ccxt/ccxt
NeteaseCloudMusicApi,Binaryify,270,https://github.com/Binaryify/NeteaseCloudMusicApi
appsmith,appsmithorg,9008,https://github.com/appsmithorg/appsmith
easyexcel,alibaba,163,https://github.com/alibaba/easyexcel
project-guidelines,elsewhencode,113,https://github.com/elsewhencode/project-guidelines
TrafficMonitor,zhongyang219,43,https://github.com/zhongyang219/TrafficMonitor
lottie-web,airbnb,128,https://github.com/airbnb/lottie-web
solid,solidjs,314,https://github.com/solidjs/solid
html2canvas,niklasvh,186,https://github.com/niklasvh/html2canvas
Hover,IanLunn,23,https://github.com/IanLunn/Hover
run,The-Run-Philosophy-Organization,168,https://github.com/The-Run-Philosophy-Organization/run
fd,sharkdp,471,https://github.com/sharkdp/fd
leakcanary,square,864,https://github.com/square/leakcanary
Files,files-community,4204,https://github.com/files-community/Files
symfony,symfony,20609,https://github.com/symfony/symfony
halo,halo-dev,1420,https://github.com/halo-dev/halo
linux-insides,0xAX,572,https://github.com/0xAX/linux-insides
Coursera-ML-AndrewNg-Notes,fengdu78,13,https://github.com/fengdu78/Coursera-ML-AndrewNg-Notes
500lines,aosabook,175,https://github.com/aosabook/500lines
photoprism,photoprism,537,https://github.com/photoprism/photoprism
trpc,trpc,2643,https://github.com/trpc/trpc
standard,standard,406,https://github.com/standard/standard
fastify,fastify,2461,https://github.com/fastify/fastify
swc,swc-project,4059,https://github.com/swc-project/swc
sequelize,sequelize,4193,https://github.com/sequelize/sequelize
awesome-shell,alebcay,302,https://github.com/alebcay/awesome-shell
yew,yewstack,1614,https://github.com/yewstack/yew
apollo,apolloconfig,1337,https://github.com/apolloconfig/apollo
vault,hashicorp,14553,https://github.com/hashicorp/vault
programmer-job-blacklist,shengxinjing,16,https://github.com/shengxinjing/programmer-job-blacklist
learnGitBranching,pcottle,534,https://github.com/pcottle/learnGitBranching
todomvc,tastejs,719,https://github.com/tastejs/todomvc
Python,geekcomputers,1277,https://github.com/geekcomputers/Python
vuex,vuejs,655,https://github.com/vuejs/vuex
webtorrent,webtorrent,773,https://github.com/webtorrent/webtorrent
android_guides,codepath,10,https://github.com/codepath/android_guides
fiber,gofiber,1232,https://github.com/gofiber/fiber
DeepSpeed,microsoft,1676,https://github.com/microsoft/DeepSpeed
slick,kenwheeler,238,https://github.com/kenwheeler/slick
backbone,jashkenas,874,https://github.com/jashkenas/backbone
swift-algorithm-club,kodecocodes,608,https://github.com/kodecocodes/swift-algorithm-club
layui,layui,282,https://github.com/layui/layui
sqlmap,sqlmapproject,152,https://github.com/sqlmapproject/sqlmap
slidev,slidevjs,263,https://github.com/slidevjs/slidev
async,caolan,479,https://github.com/caolan/async
openpose,CMU-Perceptual-Computing-Lab,168,https://github.com/CMU-Perceptual-Computing-Lab/openpose
clashX,yichengchen,38,https://github.com/yichengchen/clashX
composer,composer,2700,https://github.com/composer/composer
swr,vercel,724,https://github.com/vercel/swr
modern-unix,ibraheemdev,10,https://github.com/ibraheemdev/modern-unix
slate,ianstormtaylor,1757,https://github.com/ianstormtaylor/slate
interactive-coding-challenges,donnemartin,176,https://github.com/donnemartin/interactive-coding-challenges
awesome-macos-command-line,herrbischoff,104,https://github.com/herrbischoff/awesome-macos-command-line
postcss,postcss,712,https://github.com/postcss/postcss
cockroach,cockroachdb,48530,https://github.com/cockroachdb/cockroach
JavaScript,TheAlgorithms,690,https://github.com/TheAlgorithms/JavaScript
calculator,microsoft,806,https://github.com/microsoft/calculator
selenium,SeleniumHQ,1557,https://github.com/SeleniumHQ/selenium
algo,trailofbits,510,https://github.com/trailofbits/algo
particles.js,VincentGarreau,21,https://github.com/VincentGarreau/particles.js
sway,FuelLabs,2427,https://github.com/FuelLabs/sway
lapce,lapce,821,https://github.com/lapce/lapce
vaultwarden,dani-garcia,671,https://github.com/dani-garcia/vaultwarden
nacos,alibaba,2451,https://github.com/alibaba/nacos
Sortable,SortableJS,244,https://github.com/SortableJS/Sortable
ray,ray-project,19082,https://github.com/ray-project/ray
fairseq,facebookresearch,218,https://github.com/facebookresearch/fairseq
zsh-autosuggestions,zsh-users,108,https://github.com/zsh-users/zsh-autosuggestions
uppy,transloadit,2318,https://github.com/transloadit/uppy
pytorch-tutorial,yunjey,28,https://github.com/yunjey/pytorch-tutorial
drone,harness,998,https://github.com/harness/drone
HowToLiveLonger,geekan,13,https://github.com/geekan/HowToLiveLonger
ChatGPT,acheong08,294,https://github.com/acheong08/ChatGPT
druid,alibaba,1026,https://github.com/alibaba/druid
minikube,kubernetes,6887,https://github.com/kubernetes/minikube
machine-learning-for-software-engineers,ZuzooVn,58,https://github.com/ZuzooVn/machine-learning-for-software-engineers
jsPDF,parallax,700,https://github.com/parallax/jsPDF
How-To-Ask-Questions-The-Smart-Way,ryanhanwu,95,https://github.com/ryanhanwu/How-To-Ask-Questions-The-Smart-Way
legacy-homebrew,Homebrew,222,https://github.com/Homebrew/legacy-homebrew
underscore,jashkenas,741,https://github.com/jashkenas/underscore
OpenAPI-Specification,OAI,781,https://github.com/OAI/OpenAPI-Specification
nps,ehang-io,74,https://github.com/ehang-io/nps
FastChat,lm-sys,524,https://github.com/lm-sys/FastChat
spaCy,explosion,3429,https://github.com/explosion/spaCy
ClashForAndroid,Kr328,24,https://github.com/Kr328/ClashForAndroid
JCSprout,crossoverJie,69,https://github.com/crossoverJie/JCSprout
lighthouse,GoogleChrome,4922,https://github.com/GoogleChrome/lighthouse
Daily-Interview-Question,Advanced-Frontend,15,https://github.com/Advanced-Frontend/Daily-Interview-Question
hutool,dromara,380,https://github.com/dromara/hutool
Charts,danielgindi,415,https://github.com/danielgindi/Charts
streamlit,streamlit,3058,https://github.com/streamlit/streamlit
lede,coolsnowwolf,1809,https://github.com/coolsnowwolf/lede
weui,Tencent,192,https://github.com/Tencent/weui
awesome-python-cn,jobbole,51,https://github.com/jobbole/awesome-python-cn
consul,hashicorp,11144,https://github.com/hashicorp/consul
cheerio,cheeriojs,1793,https://github.com/cheeriojs/cheerio
AnotherRedisDesktopManager,qishibo,133,https://github.com/qishibo/AnotherRedisDesktopManager
Faker,fzaninotto,823,https://github.com/fzaninotto/Faker
mobx,mobxjs,1067,https://github.com/mobxjs/mobx
python-guide,realpython,681,https://github.com/realpython/python-guide
AI-Expert-Roadmap,AMAI-GmbH,13,https://github.com/AMAI-GmbH/AI-Expert-Roadmap
hangzhou_house_knowledge,houshanren,6,https://github.com/houshanren/hangzhou_house_knowledge
pytorch-image-models,huggingface,265,https://github.com/huggingface/pytorch-image-models
stanford_alpaca,tatsu-lab,6,https://github.com/tatsu-lab/stanford_alpaca
canal,alibaba,425,https://github.com/alibaba/canal
chatgpt-web,Chanzhaoyu,148,https://github.com/Chanzhaoyu/chatgpt-web
waifu2x,nagadomi,68,https://github.com/nagadomi/waifu2x
floating-ui,floating-ui,844,https://github.com/floating-ui/floating-ui
react-select,JedWatson,1030,https://github.com/JedWatson/react-select
echo,labstack,530,https://github.com/labstack/echo
awesome-remote-job,lukasz-madon,549,https://github.com/lukasz-madon/awesome-remote-job
yapi,YMFE,141,https://github.com/YMFE/yapi
poetry,python-poetry,1735,https://github.com/python-poetry/poetry
portainer,portainer,3680,https://github.com/portainer/portainer
ResumeSample,geekcompany,2,https://github.com/geekcompany/ResumeSample
spring-cloud-alibaba,alibaba,896,https://github.com/alibaba/spring-cloud-alibaba
react-spring,pmndrs,386,https://github.com/pmndrs/react-spring
